排名,代號,名稱,市場,股本(億),市值(億),上市年數,產業別,董事長
632,1225,福懋油,上市,21.9,46,21.7,食品工業,黃勳高
633,5525,順天,上市,24.6,45.9,10.5,建材營造業,柯興樹
634,8101,華冠,上市,41.9,45.8,10.9,通信網路業,李森田
635,2363,矽統,上市,61.4,45.8,17.8,半導體業,簡誠謙
636,4506,崇友,上櫃,19.7,45.8,17.5,電機機械,唐松章
637,2476,鉅祥,上市,18,45.8,13.7,電子零組件業,林於晃
638,6182,合晶,上櫃,38.3,45.8,13,半導體業,焦平海
639,2466,冠西電,上市,14.4,45.8,13.7,光電業,蔡乃成
640,4934,太極,上市,27.7,45.8,5.2,光電業,謝清福
641,3388,崇越電,上櫃,6.44,45.6,9.2,電子零組件業,翁俊明
642,2852,第一保,上市,30.1,45.6,14.5,保險業,李正漢
643,4114,健喬,上櫃,12.2,45.6,12,生技醫療業,林智暉
644,6021,大慶證,上櫃,30.7,45.6,12.1,證券業,莊隆慶
645,1108,幸福,上市,40.5,45.5,25,水泥工業,陳兩傳
646,3583,辛耘,上市,8.11,45.4,2.2,半導體業,謝宏亮
647,2012,春雨,上市,28.8,45.3,23.6,鋼鐵工業,林輝政
648,2459,敦吉,上市,11.4,45.3,13.7,電子通路業,鍾正宏
649,8433,弘帆,上櫃,5.26,45.1,2.4,貿易百貨業,朱鵬飛
650,6191,精成科,上市,53.2,44.9,7.6,電子零組件業,焦佑衡
651,2233,宇隆,上櫃,4.92,44.9,3.5,電機機械,劉俊昌
652,3518,柏騰,上市,8.51,44.8,7.5,其他電子業,陳在樸
653,4161,聿新科,上櫃,5.09,44.7,1.9,生技醫療業,楊金昌
654,2495,普安,上市,28.4,44.6,13.2,其他電子業,羅仕東
655,4911,德英,上櫃,5.5,44.6,4.2,生技醫療業,郭國華
656,8112,至上,上市,28.6,44.5,7.4,電子通路業,葛均
657,1473,台南,上市,14.7,44.4,14.7,紡織纖維,楊青峰
658,4432,銘旺實,上櫃,4.82,44.3,2.5,紡織纖維,陳國雄
659,3272,東碩,上櫃,3.66,44.3,0.7,電腦及週邊設備業,曹賜正
660,1902,台紙,上市,40.2,44.2,53.3,造紙工業,簡鴻文
661,3541,西柏,上櫃,3.86,44.2,5.4,其他電子業,楊全彬
662,6022,大眾證,上櫃,37.8,44.2,9.7,證券業,陳田稻
663,3383,新世紀,上市,34.3,44,7.4,光電業,鍾寬仁
664,6187,萬潤,上櫃,8.04,43.8,12.7,其他電子業,盧鏡來
665,6020,大展證,上櫃,25.2,43.8,12.3,證券業,李玉萍
666,3311,閎暉,上市,18.9,43.6,11.2,通信網路業,宋恭源
667,1452,宏益,上市,13.3,43.5,22.4,紡織纖維,施振榮
668,4952,凌通,上市,10.9,43.4,3.6,半導體業,黃洲杰
669,3090,日電貿,上市,15.9,43.3,7.4,電子零組件業,黃仁虎
670,4726,永昕,上櫃,11.1,43.3,1.4,生技醫療業,林榮錦
671,3051,力特,上市,32.5,43.3,12.6,光電業,趙寄蓉
672,2535,達欣工,上市,22,43.3,19.2,建材營造業,王人正
673,8446,華研,上櫃,3.54,43.2,1.4,其他業,呂燕清
674,2640,大車隊,上櫃,4.21,43.2,2.5,其他業,林村田
675,1626,F-艾美,上市,12.3,43,2.2,電器電纜,鄭立平
676,1218,泰山,上市,35.3,42.9,25.5,食品工業,詹岳霖
677,6196,帆宣,上市,16.5,42.9,11,其他電子業,高新明
678,3598,奕力,上市,7.2,42.9,4.4,半導體業,黃啟模
679,8436,大江,上櫃,5.56,42.9,1.7,生技醫療業,楊武男
680,6124,業強,上櫃,18.2,42.7,13.2,電子零組件業,陳鈞華
681,4126,太醫,上櫃,6.6,42.6,11.3,生技醫療業,鍾仁
682,2478,大毅,上市,26.4,42.3,13.7,電子零組件業,江財寶
683,8266,中日新,上櫃,10,42.3,10.6,光電業,許庭禎
684,8021,尖點,上市,15.9,42.3,7.3,其他電子業,林序庭
685,4999,鑫禾,上市,7.44,42.2,2,電子零組件業,蘇丁鴻
686,8996,高力,上市,8.13,42.1,1.3,電機機械,韓顯壽
687,3028,增你強,上市,21.4,42,12.7,電子通路業,周友義
688,5511,德昌,上櫃,15.2,41.9,16.5,建材營造業,黃政勇(格正投資股份)
689,3491,昇達科,上櫃,5.11,41.9,7.4,通信網路業,陳淑敏
690,1519,華城,上市,26.1,41.9,18.1,電機機械,許忠明
691,3689,湧德,上櫃,6.97,41.9,2.6,電子零組件業,陳伯榕
692,3484,崧騰,上櫃,6.11,41.7,7.5,電子零組件業,張俊雲
693,1603,華電,上市,34.2,41.6,47,電器電纜,陳金鋑
694,8916,光隆,上櫃,10.5,41.6,16.1,其他業,詹賀博
695,5515,建國,上市,35.5,41.5,11.6,建材營造業,陳啟德
696,8105,凌巨,上市,44.2,41.5,8.4,光電業,林盛昌
697,3057,喬鼎,上市,16.1,41.5,12.4,電腦及週邊設備業,李志恩
698,5225,F-東科,上市,6.08,41.4,2.5,其他電子業,劉政林
699,2314,台揚,上市,33.5,41.4,24.8,通信網路業,謝其嘉
700,1533,車王電,上市,9.48,41.3,14.1,電機機械,蔡裕慶
701,1233,天仁,上市,9.06,41.1,16.3,食品工業,李明星
702,4944,兆遠,上櫃,21,41,4,光電業,姚宕梁
703,2722,夏都,上市,8.92,41,3.2,觀光事業,陳溪圳
704,5604,中連貨,上櫃,10.9,40.9,18,航運業,蘇南州
705,6139,亞翔,上市,18.8,40.9,11.7,其他電子業,姚祖驤
706,6183,關貿,上市,15,40.8,3.5,資訊服務業,施明豪
707,2705,六福,上市,33,40.8,26.4,觀光事業,莊村徹
708,8121,越峰,上櫃,18.2,40.7,10.3,電子零組件業,吳亦圭
709,3372,典範,上櫃,40.2,40.7,9.4,半導體業,束崇萬
710,1531,高林股,上市,19.3,40.6,14.7,電機機械,林郁文
711,1611,中電,上市,39.8,40.4,25.3,電器電纜,周麗真
712,3428,光燿科,上櫃,9.47,40.3,3,光電業,郭台強
713,8271,宇瞻,上市,15.2,40.3,4.4,半導體業,陳益世
714,2426,鼎元,上市,27.6,40.3,14.7,光電業,傅佩文
715,6245,立端,上櫃,9.08,40.1,12,通信網路業,周逸文
716,3556,禾瑞亞,上櫃,5.34,40,7.1,半導體業,蘇明陽
717,4977,F-眾達,上市,5.05,40,1.5,通信網路業,陳靖仁
718,1786,科妍,上市,5.35,40,1.5,生技醫療業,韓開程
719,1457,宜進,上市,33.5,39.9,20.6,紡織纖維,詹正田
720,4942,嘉彰,上市,15.2,39.8,3.9,光電業,宋貴修
721,2066,世德,上櫃,3.6,39.6,1.7,電機機械,陳光裕
722,4108,懷特,上市,16.4,39.1,6.8,生技醫療業,李成家
723,4168,醣聯,上櫃,7.7,39,2.4,生技醫療業,張東玄
724,2388,威盛,上市,49.3,39,16.2,半導體業,王雪紅
725,4991,F-環宇,上櫃,4.53,38.5,0.7,半導體業,黃大倫
726,3013,晟銘電,上市,18,38.3,12.7,電腦及週邊設備業,林木和
727,8109,博大,上櫃,6,38.2,10.2,電子零組件業,廖本崇
728,2480,敦陽科,上市,13.3,38.2,13.7,資訊服務業,梁修宗
729,5234,達興,上市,9.34,38.1,2.8,光電業,林正一
730,1217,愛之味,上市,48.7,38.1,25.6,食品工業,陳哲芳
731,6284,佳邦,上櫃,10.2,37.8,10.9,電子零組件業,鄭敦仁
732,1806,冠軍,上市,43.7,37.8,22.6,玻璃陶瓷,林榮德
733,3289,宜特,上櫃,4.6,37.8,10.4,其他電子業,余維斌
734,9931,欣高,上市,10.2,37.7,15.2,油電燃氣業,陳田錨
735,1446,宏和,上市,13.9,37.5,23.6,紡織纖維,黃大功
736,4535,至興,上櫃,7.57,37.4,12.1,電機機械,吳崇儀
737,8431,匯鑽科,上櫃,4.18,37.2,0.1,其他電子業,李素白
738,8091,翔名,上櫃,5.15,37.2,10.9,電子零組件業,吳宗豐
739,4106,雃博,上市,8.34,37.1,10.5,生技醫療業,雅勝 代表人:韓春菊
740,2115,F-六暉,上市,7.45,37,1.4,橡膠工業,吳金鹿
741,2437,旺詮,上市,6.08,37,14.7,電子零組件業,廖震益
742,8011,台通,上市,10.4,36.9,3.7,通信網路業,李慶煌
743,3163,波若威,上櫃,7.18,36.9,2.5,通信網路業,吳國精
744,5521,工信,上市,34.8,36.8,2.4,建材營造業,陳煌銘
745,3131,弘塑,上櫃,2.47,36.8,4.3,其他電子業,張鴻泰
746,6263,普萊德,上櫃,6.13,36.8,11.7,通信網路業,陳清港
747,3226,至寶電,上櫃,6.44,36.7,10.9,電子零組件業,周青麟
748,3679,新至陞,上市,8.03,36.7,3.6,電子零組件業,陳標福
749,3686,達能,上市,35,36.7,4.8,半導體業,趙元山
750,2642,宅配通,上市,9.55,36.7,1.4,航運業,邱純枝
751,4153,鈺緯,上櫃,3.13,36.3,2,生技醫療業,陳國森
752,6015,宏遠證,上櫃,42.7,36.3,18.8,證券業,柳漢宗
753,8072,陞泰,上市,10,36.2,9.8,光電業,陳世忠
754,2509,全坤建,上市,15.2,36,27,建材營造業,李勇毅
755,8931,大汽電,上櫃,10.7,36,14,油電燃氣業,蔡文魁
756,2457,飛宏,上市,27.8,36,13.7,電子零組件業,林中民
757,1609,大亞,上市,57.2,35.8,26.4,電器電纜,沈尚弘
758,1530,亞崴,上市,9.2,35.7,14.7,電機機械,楊德華
759,2020,美亞,上市,25.9,35.6,22.1,鋼鐵工業,黃春發
760,8103,瀚荃,上市,7.66,35.6,5.6,電子零組件業,楊超群
761,2419,仲琦,上市,23.2,35.4,14.7,通信網路業,鄭炎為
762,8450,霹靂,上櫃,4.39,35.4,0.6,文化創意業,黃文章
763,6290,良維,上櫃,13.5,35.1,10,電子零組件業,李淳正
764,3305,昇貿,上市,12.1,34.9,6.9,其他電子業,李三蓮
765,3416,融程電,上市,6.02,34.9,0.3,電腦及週邊設備業,李益仁
766,6298,崴強,上櫃,16.9,34.7,9.2,電腦及週邊設備業,郭台強
767,1592,F-英瑞,上市,10,34.6,0.6,電機機械,翁文鍾
768,4930,燦星網,上市,13.4,34.6,4.9,電器電纜,楊文芳
769,3605,宏致,上市,12.4,34.5,6.2,電子零組件業,袁万丁
770,2030,彰源,上市,27.3,34.5,16.4,鋼鐵工業,張炳耀
771,4965,商店街,上櫃,1.96,34.4,4.1,資訊服務業,詹宏志
772,3056,總太,上市,17.3,34.3,12.2,建材營造業,吳錫坤
773,1810,和成,上市,37,34.2,23.6,玻璃陶瓷,邱立堅
774,6111,大宇資,上櫃,4.56,34.2,13.8,資訊服務業,œ俊光
775,2009,第一銅,上市,36,34.1,25.6,鋼鐵工業,吳賢明
776,1788,杏昌,上櫃,3.5,33.7,5.8,生技醫療業,黃日華
777,3209,全科,上市,10.4,33.6,6.5,電子通路業,王木聰
778,5536,聖暉,上櫃,4.66,33.6,4.5,其他電子業,梁進利
779,1752,南光,上櫃,8.92,33.5,5.8,生技醫療業,陳立賢
780,1612,宏泰,上市,32.4,33.4,22,電器電纜,潘武雄
781,2348,海悅,上市,8.56,33.4,19.4,電子通路業,黃希文
782,4703,揚華,上櫃,6.12,33.3,19.1,光電業,林美惠
783,8416,實威,上櫃,2.56,33.1,2.7,資訊服務業,李建興
784,4739,康普,上櫃,6.16,33,3.5,化學工業,何基丞
785,2484,希華,上市,15.9,33,13.7,電子零組件業,曾穎堂
786,6185,幃翔,上櫃,10.9,32.9,12.8,電子零組件業,陳文鏗
787,1437,勤益控,上市,20.3,32.8,26.5,半導體業,顧肇基
788,2493,揚博,上市,11.4,32.7,13.3,電子零組件業,蘇勝義
789,4912,F-聯德,上市,3.81,32.7,0,電子零組件業,徐啟峰
790,6168,宏齊,上市,20.5,32.7,11.7,光電業,汪秉龍
791,6128,上福,上市,9.11,32.7,11.9,電腦及週邊設備業,王瑞宏
792,2911,麗嬰房,上市,21.1,32.6,18.3,貿易百貨業,王國城
793,6203,海韻電,上櫃,8,32.5,12.4,電子零組件業,張正宗
794,3591,艾笛森,上市,13.5,32.5,4.5,光電業,吳建榮
795,4113,聯上,上櫃,14.5,32.3,11.8,建材營造業,蘇永義
796,6125,廣運,上櫃,25.4,32.3,13.3,光電業,謝清褔
797,1309,台達化,上市,32.8,32.2,28.9,塑膠工業,吳亦圭
798,1463,強盛,上市,17.3,32.2,18.5,紡織纖維,陳壬發
799,2414,精技,上市,16.2,32.1,14.7,電子通路業,葉國筌
800,3257,虹冠電,上市,5.53,32.1,4.2,半導體業,劉大光
801,8249,菱光,上市,12.7,32.1,10,電子零組件業,黃育仁
802,3479,安勤,上櫃,6.83,32,5,電腦及週邊設備業,劉琍綺
803,2365,昆盈,上市,30.3,32,17.5,電腦及週邊設備業,卓世坤
804,3052,夆典,上市,22.4,31.9,19.5,建材營造業,郭國華
805,6411,晶焱,上櫃,6.29,31.8,1.2,半導體業,如宏投資(股)有限公司代表人李俊昌
806,6024,群益期,上櫃,12,31.6,6.1,證券業,孫天山
807,6195,詩肯,上櫃,4.4,31.3,12.6,貿易百貨業,林福勤
808,1517,利奇,上市,22.8,31.3,19.5,電機機械,林阿平
809,2477,美隆電,上市,23.9,31.3,13.7,其他電子業,吳維忠
810,3624,光頡,上櫃,11.7,31.3,4.2,電子零組件業,黃勇強
811,2235,謚源,上櫃,3.19,31.2,0.4,電機機械,吳碣石
812,2906,高林,上市,21.2,31.2,25.4,貿易百貨業,李錫祿
813,6509,聚和,上櫃,16.7,31.1,11.1,化學工業,郭聰田
814,2486,一詮,上市,20.5,31,13.7,光電業,周萬順
815,4702,中美實,上櫃,20,31,20.1,化學工業,趙元旗
816,2359,所羅門,上市,17.1,30.9,18.4,其他電子業,陳政隆
817,6136,富爾特,上市,11.6,30.8,11.7,通信網路業,賴如鎧
818,4971,F-IET,上櫃,3.18,30.8,1.8,半導體業,康潤生
819,5706,鳳凰,上市,6.11,30.8,3.6,觀光事業,張巍耀
820,6212,理銘,上櫃,10.2,30.6,12.4,建材營造業,曾森縣
821,6209,今國光,上市,16.3,30.6,10.5,光電業,陳慶棋
822,3628,盈正,上櫃,4.5,30.5,4.7,其他電子業,許文
823,3213,茂訊,上櫃,5.87,30.3,10.6,電腦及週邊設備業,沈頤同
824,5480,統盟,上櫃,19.9,30.3,14.1,電子零組件業,徐正民
825,5474,聰泰,上櫃,3.37,30.2,14.2,電腦及週邊設備業,陳立民
826,6251,定穎,上市,28.6,30.2,6.2,電子零組件業,黃銘宏
827,8938,明安,上櫃,13.4,30,12.5,其他業,鄭錫潛
828,5285,界霖,上市,6.8,30,1.2,半導體業,蔡上元
829,2636,台驊,上櫃,10.1,30,6.1,航運業,顏益財
830,4417,金洲,上櫃,7.99,29.9,14.5,紡織纖維,陳加仁
831,5272,笙科,上櫃,4.64,29.5,2,半導體業,曾三田
832,5514,三豐,上櫃,15.4,29.4,16.4,建材營造業,藍麗華
833,2022,聚亨,上市,54.7,29.4,20.2,鋼鐵工業,黃文松
834,3229,晟鈦,上市,9.35,29.3,5.4,電子零組件業,巫盈助
835,5519,隆大,上市,17.2,29.2,1.3,建材營造業,陳武聰
836,2467,志聖,上市,15.9,29.2,13.7,電子零組件業,梁茂生
837,1432,大魯閣,上市,16.4,29.2,32.8,紡織纖維,林曼麗
838,1417,嘉裕,上市,38,29.1,38.4,紡織纖維,戚維功
839,1323,永裕,上市,9.13,29.1,14.7,塑膠工業,王威程
840,4933,友輝,上櫃,7.82,29,5.1,光電業,吳東昇
841,3573,穎台,上市,14,29,5.7,光電業,黃建豐
842,5309,系統電,上櫃,19.2,28.9,19.2,電子零組件業,李益仁
843,3661,F-世芯,上市,6.38,28.9,4.4,半導體業,關建英
844,3701,大眾控,上市,32.1,28.9,10.7,電腦及週邊設備業,簡明仁
845,2405,浩鑫,上市,34.8,28.6,15.2,電腦及週邊設備業,余宏輝
846,5607,遠雄港,上市,17,28.6,10.5,航運業,葉鈞耀
847,3299,帛漢,上櫃,5.04,28.4,9.8,電子零組件業,友佳投資有限公司
848,6138,茂達,上櫃,10,28.4,13.3,半導體業,陳善南
849,1467,南緯,上市,21,28.4,16.4,紡織纖維,林瑞岳
850,2007,燁興,上市,63.1,28.4,26.6,鋼鐵工業,吳林茂
851,8925,偉盟,上櫃,36.5,28.3,15.2,其他業,林淵泉
852,1817,凱撒衛,上市,7.26,28.1,1.6,玻璃陶瓷,蕭俊祥
853,6112,聚碩,上市,9.17,27.9,11.8,資訊服務業,吳祚綏
854,3031,佰鴻,上市,19.7,27.9,12.7,光電業,廖宗仁
855,1436,華友聯,上市,6,27.8,27.1,建材營造業,陸炤廷
856,2008,高興昌,上市,27.5,27.8,26.4,鋼鐵工業,呂泰榮
857,6108,競國,上市,16,27.8,6.4,電子零組件業,曹月霞
858,4129,聯合,上櫃,5.6,27.8,10.6,生技醫療業,林延生
859,4974,亞泰,上櫃,6.2,27.7,3.5,電子零組件業,賴以仁
860,8287,英格爾,上櫃,13,27.7,10.4,電子零組件業,張志榮
861,1595,川寶,上櫃,3.87,27.7,3.6,電子零組件業,張鴻明
862,2616,山隆,上市,11.3,27.6,17.5,油電燃氣業,鄭文明
863,4205,中華食,上櫃,7.27,27.4,16.3,食品工業,陳民權
864,3068,美磊,上櫃,8.54,27.3,7.1,通信網路業,蔡茂禎
865,1236,宏亞,上市,10.8,27.2,13.7,食品工業,張豪城
866,4909,新復興,上櫃,9.34,27.1,12.5,通信網路業,張永輝
867,4737,華廣,上市,5.14,27,4.4,生技醫療業,黃椿木
868,9906,欣巴巴,上市,7,27,24.4,其他業,"黃""火冏""輝"
869,3167,大量,上市,7.27,26.9,1.6,電機機械,王作京
870,9919,康那香,上市,19.7,26.9,20.5,其他業,戴榮吉
871,2732,六角,上櫃,2.66,26.9,0.3,觀光事業,王耀輝
872,6219,富旺,上櫃,15,26.9,12.2,建材營造業,林正雄
873,2924,F-東凌,上櫃,3.51,26.7,3.5,貿易百貨業,林寶霞
874,3559,全智科,上市,11.9,26.7,6.6,半導體業,胡定華
875,8077,冠華,上櫃,5.03,26.7,10.5,光電業,謝憲治
876,3040,遠見,上市,6.3,26.6,12.7,電子通路業,黃洲杰
877,1725,元禎,上市,18.3,26.6,14.7,化學工業,徐振隆
878,4722,國精化,上市,8.82,26.5,2.8,化學工業,蔡有涼
879,2423,固緯,上市,13.2,26.2,14.7,其他電子業,林錦章
880,5609,中菲行,上櫃,12.9,25.9,13.6,航運業,錢堯懷
881,8240,華宏,上櫃,10,25.8,9.9,光電業,張瑞欽
882,3551,世禾,上櫃,5.75,25.8,7.1,其他電子業,陳學聖
883,1713,國化,上市,15.1,25.6,25.3,化學工業,曹木生
884,2537,聯上發,上市,24.8,25.5,18.7,建材營造業,蘇永義
885,3680,家登,上櫃,6.25,25.5,3.7,半導體業,邱銘乾
886,3259,鑫創,上櫃,7.09,25.4,7.4,半導體業,林俊宏
887,1762,中化生,上市,7.76,25.4,4.4,生技醫療業,王勳聖
888,6238,勝麗,上櫃,4.01,25.3,12.1,其他電子業,劉福洲
889,3055,蔚華科,上市,13.2,25.3,12.4,電子通路業,許宗賢
890,3631,晟楠,上櫃,7.8,25.2,4.4,電子零組件業,林朝榮
891,6508,惠光,上櫃,7.78,25.1,11.2,塑膠工業,陳榮東
892,6449,鈺邦,上市,7.32,25,0.5,電子零組件業,鄭敦仁
893,1809,中釉,上市,19,25,19.1,玻璃陶瓷,蔡憲宗
894,2338,光罩,上市,26.3,25,20.1,半導體業,陳碧灣
895,6131,悠克,上市,9.75,24.8,10.7,光電業,王進祥
896,3144,新揚科,上櫃,10.1,24.7,10.4,電子零組件業,劉吉雄
897,3004,豐達科,上市,5.26,24.6,13.2,鋼鐵工業,蔡豐賜
898,3630,新鉅科,上櫃,10.2,24.6,5.1,光電業,鄭勝全
899,4139,F-馬光,上櫃,3.15,24.6,4.1,生技醫療業,黃博聞
900,5905,南仁湖,上櫃,20.5,24.5,11.9,貿易百貨業,李清波
901,1506,正道,上市,12.2,24.4,34.8,電機機械,郭建廷
902,8403,盛弘,上櫃,5.88,24.4,4.2,生技醫療業,楊弘仁
903,4192,杏國,上櫃,5.84,24.3,0.6,生技醫療業,李志文
904,2543,皇昌,上市,24.2,24.3,15.6,建材營造業,江程金
905,2461,光群雷,上市,15.7,24.2,13.7,其他電子業,郭維武
906,2712,遠雄來,上市,10.5,24.2,1.5,觀光事業,洪賢德
907,5230,雷笛克,上櫃,4.49,24.1,3,光電業,唐德龍
908,2425,承啟,上市,10.9,24.1,14.7,電腦及週邊設備業,高樹榮
909,3622,洋華,上市,15.1,24.1,6.2,光電業,白志強
910,2483,百容,上市,11.3,23.9,13.7,電子零組件業,廖本林
911,8107,大億科,上櫃,11.5,23.6,9.5,光電業,吳俊億
912,6207,雷科,上櫃,8.4,23.5,12.4,電子零組件業,鄭再興
913,8933,愛地雅,上櫃,14.9,23.5,14.2,其他業,張元賓
914,4755,三福化,上市,8.92,23.4,1.5,化學工業,巫信弘
915,5215,F-科嘉,上市,5.43,23.3,3.4,電腦及週邊設備業,林志峰
916,6201,亞弘電,上市,8.92,23.3,10.7,其他電子業,黃晉益
917,6609,瀧澤科,上櫃,7.1,23.2,11.7,電機機械,米本勝行
918,3694,海華,上市,13,23.2,4.1,通信網路業,徐世昌
919,3032,偉訓,上市,10.3,23.1,12.7,電子零組件業,柯吉源
920,3363,上詮,上櫃,7.6,23,4.2,通信網路業,林松福
921,5443,均豪,上櫃,17,22.9,17.3,光電業,葉勝發
922,1777,生泰,上櫃,3.01,22.8,9.6,生技醫療業,范進財
923,2901,欣欣,上市,7.3,22.8,39,貿易百貨業,吳有明
924,5013,強新,上櫃,10.1,22.8,15,鋼鐵工業,吳玉堂
925,3294,英濟,上櫃,13,22.8,8.1,電子零組件業,徐文麟
926,3587,閎康,上櫃,4.63,22.7,5.8,其他電子業,吳東明
927,6173,信昌電,上櫃,18.5,22.7,13.1,電子零組件業,焦佑衡
928,3047,訊舟,上市,19.9,22.7,12.7,通信網路業,任冠生
929,2431,聯昌,上市,11.1,22.6,14.7,電子零組件業,黃育仁
930,6210,慶生,上櫃,3.5,22.4,12.3,電子零組件業,王年和
931,4138,曜亞,上櫃,3,22.4,4.4,生技醫療業,傅輝東
932,2462,良得電,上市,10.5,22.4,13.7,電子零組件業,謝國雄
933,3528,安馳,上櫃,5.49,22.3,4,電子通路業,李瑞西
934,3623,富晶通,上櫃,5.86,22.3,5.1,光電業,翁明顯
935,3054,萬國,上市,10.8,22.2,12.5,半導體業,陳立青
936,6216,居易,上市,7.71,22.2,10.7,通信網路業,簡俊賢
937,5465,富驊,上櫃,14.4,22.2,14.5,電腦及週邊設備業,張永達
938,3094,聯傑,上市,8.33,22.2,7.8,半導體業,郝挺
939,8928,鉅明,上櫃,5.09,22.2,14.3,其他業,林進能
940,6422,F-君耀,上市,3.49,22.1,0.4,電子零組件業,龐君勉
941,8064,東捷,上櫃,13.3,22.1,8.7,光電業,嚴瑞雄
